idx,dataset_id,label_id,split,embedding_model
CENTRALFATOS_review_07297,CENTRALFATOS,0,train,albertina_ptbr_100m
FACTCKBR_001295_1,FACTCKBR,0,train,albertina_ptbr_100m
FACTCKBR_000831,FACTCKBR,0,train,albertina_ptbr_100m
FAKEBR_002349,FAKEBR,1,train,albertina_ptbr_100m
FRECOGNA_011048,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_009647,FRECOGNA,0,train,albertina_ptbr_100m
FAKETRUEBR_002425,FAKETRUEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_15929,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_05624,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_00016,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_03881,CENTRALFATOS,0,train,albertina_ptbr_100m
MUMINPT_000457,MUMINPT,0,train,albertina_ptbr_100m
CENTRALFATOS_review_12881,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_009355,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_005754,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_08180,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_002904,FAKEBR,0,train,albertina_ptbr_100m
FRECOGNA_002037,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_10468,CENTRALFATOS,0,train,albertina_ptbr_100m
COVID19BR_000815,COVID19BR,1,train,albertina_ptbr_100m
FAKEBR_000734,FAKEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_10698,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_06506,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKETRUEBR_003266,FAKETRUEBR,1,train,albertina_ptbr_100m
FRECOGNA_009203,FRECOGNA,0,train,albertina_ptbr_100m
FAKEBR_001265,FAKEBR,1,train,albertina_ptbr_100m
MUMINPT_000790,MUMINPT,0,train,albertina_ptbr_100m
COVID19BR_000157,COVID19BR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_09072,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_05810,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_002381,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_004057,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_04365,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_003765,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_004592,FRECOGNA,1,train,albertina_ptbr_100m
MUMINPT_000811,MUMINPT,0,train,albertina_ptbr_100m
FRECOGNA_009144,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_15007,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_002339,FAKEBR,1,train,albertina_ptbr_100m
FAKETRUEBR_001566,FAKETRUEBR,0,train,albertina_ptbr_100m
FRECOGNA_005023,FRECOGNA,1,train,albertina_ptbr_100m
COVID19BR_001393,COVID19BR,0,train,albertina_ptbr_100m
COVID19BR_001824,COVID19BR,0,train,albertina_ptbr_100m
FAKEBR_003317,FAKEBR,1,train,albertina_ptbr_100m
FCN_001206,FCN,1,train,albertina_ptbr_100m
MUMINPT_001104,MUMINPT,0,train,albertina_ptbr_100m
FCN_001768,FCN,1,train,albertina_ptbr_100m
TRE300_000266,TRE300,0,train,albertina_ptbr_100m
FAKEBR_005836,FAKEBR,0,train,albertina_ptbr_100m
FAKETRUEBR_001544,FAKETRUEBR,0,train,albertina_ptbr_100m
FACTCKBR_000979_1,FACTCKBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_16089,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_08530,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_11418,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKETRUEBR_002764,FAKETRUEBR,1,train,albertina_ptbr_100m
FRECOGNA_001313,FRECOGNA,1,train,albertina_ptbr_100m
FCN_002030,FCN,1,train,albertina_ptbr_100m
FAKEBR_002626,FAKEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_05682,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_001444,FAKEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_06099,CENTRALFATOS,0,train,albertina_ptbr_100m
FCN_000464,FCN,0,train,albertina_ptbr_100m
FRECOGNA_007066,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_001322,FRECOGNA,0,train,albertina_ptbr_100m
FAKETRUEBR_000703,FAKETRUEBR,0,train,albertina_ptbr_100m
FACTCKBR_001105,FACTCKBR,0,train,albertina_ptbr_100m
FCN_001291,FCN,1,train,albertina_ptbr_100m
CENTRALFATOS_review_08491,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_006215,FAKEBR,1,train,albertina_ptbr_100m
FRECOGNA_009980,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_18315,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_003690,FAKEBR,0,train,albertina_ptbr_100m
FRECOGNA_011414,FRECOGNA,0,train,albertina_ptbr_100m
FCN_001082,FCN,1,train,albertina_ptbr_100m
CENTRALFATOS_review_16629,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_06980,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_09635,CENTRALFATOS,0,train,albertina_ptbr_100m
FNEWSSET_001215,FNEWSSET,1,train,albertina_ptbr_100m
FACTCKBR_001113_1,FACTCKBR,0,train,albertina_ptbr_100m
COVID19BR_000304,COVID19BR,0,train,albertina_ptbr_100m
FCN_001049,FCN,1,train,albertina_ptbr_100m
FAKEBR_003639,FAKEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_05189,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_000296,FRECOGNA,0,train,albertina_ptbr_100m
FCN_002001,FCN,1,train,albertina_ptbr_100m
CENTRALFATOS_review_18151,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_19049,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_002725,FAKEBR,1,train,albertina_ptbr_100m
FAKETRUEBR_000371,FAKETRUEBR,0,train,albertina_ptbr_100m
FAKEBR_000254,FAKEBR,0,train,albertina_ptbr_100m
FACTCKBR_000894,FACTCKBR,0,train,albertina_ptbr_100m
FRECOGNA_011194,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_003164,FRECOGNA,1,train,albertina_ptbr_100m
FACTCKBR_000493_1,FACTCKBR,1,train,albertina_ptbr_100m
FACTCKBR_000825,FACTCKBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_08109,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_003158,FRECOGNA,1,train,albertina_ptbr_100m
FRECOGNA_000391,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_004151,FRECOGNA,1,train,albertina_ptbr_100m
MUMINPT_000371,MUMINPT,0,train,albertina_ptbr_100m
FAKETRUEBR_001657,FAKETRUEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_08090,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_04563,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_006435,FAKEBR,1,train,albertina_ptbr_100m
COVID19BR_001592,COVID19BR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_19433,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_008208,FRECOGNA,1,train,albertina_ptbr_100m
COVID19BR_000638,COVID19BR,1,train,albertina_ptbr_100m
FAKEBR_005764,FAKEBR,0,train,albertina_ptbr_100m
FAKETRUEBR_002573,FAKETRUEBR,1,train,albertina_ptbr_100m
FRECOGNA_005786,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_004464,FRECOGNA,1,train,albertina_ptbr_100m
FRECOGNA_010579,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_001799,FRECOGNA,0,train,albertina_ptbr_100m
FCN_001775,FCN,1,train,albertina_ptbr_100m
FAKEBR_004844,FAKEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_11581,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_19213,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_18401,CENTRALFATOS,0,train,albertina_ptbr_100m
FACTCKBR_000887,FACTCKBR,0,train,albertina_ptbr_100m
FCN_001537,FCN,1,train,albertina_ptbr_100m
FRECOGNA_001417,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_14609,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_02583,CENTRALFATOS,0,train,albertina_ptbr_100m
MUMINPT_000188,MUMINPT,0,train,albertina_ptbr_100m
FAKEBR_005937,FAKEBR,1,train,albertina_ptbr_100m
FRECOGNA_000521,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_008103,FRECOGNA,1,train,albertina_ptbr_100m
FACTCKBR_001070_1,FACTCKBR,0,train,albertina_ptbr_100m
FCN_000208,FCN,0,train,albertina_ptbr_100m
FRECOGNA_001966,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_16751,CENTRALFATOS,0,train,albertina_ptbr_100m
MUMINPT_001105,MUMINPT,0,train,albertina_ptbr_100m
FRECOGNA_004950,FRECOGNA,0,train,albertina_ptbr_100m
FNEWSSET_002027,FNEWSSET,0,train,albertina_ptbr_100m
CENTRALFATOS_review_08435,CENTRALFATOS,0,train,albertina_ptbr_100m
COVID19BR_000795,COVID19BR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_06469,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_18035,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_007859,FRECOGNA,0,train,albertina_ptbr_100m
COVID19BR_001400,COVID19BR,1,train,albertina_ptbr_100m
FAKEBR_002081,FAKEBR,1,train,albertina_ptbr_100m
FRECOGNA_010675,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_17114,CENTRALFATOS,0,train,albertina_ptbr_100m
FACTCKBR_000536_1,FACTCKBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_16964,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_001134,FAKEBR,0,train,albertina_ptbr_100m
FRECOGNA_004364,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_01022,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_009996,FRECOGNA,1,train,albertina_ptbr_100m
FRECOGNA_001435,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_003526,FRECOGNA,1,train,albertina_ptbr_100m
COVID19BR_000072,COVID19BR,0,train,albertina_ptbr_100m
FAKETRUEBR_000660,FAKETRUEBR,0,train,albertina_ptbr_100m
FAKETRUEBR_001843,FAKETRUEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_19821,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_06229,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_12086,CENTRALFATOS,0,train,albertina_ptbr_100m
COVID19BR_001684,COVID19BR,1,train,albertina_ptbr_100m
FRECOGNA_009132,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_13798,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_16333,CENTRALFATOS,0,train,albertina_ptbr_100m
FCN_001648,FCN,1,train,albertina_ptbr_100m
FRECOGNA_006165,FRECOGNA,1,train,albertina_ptbr_100m
FAKEBR_004750,FAKEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_02758,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_006397,FRECOGNA,1,train,albertina_ptbr_100m
MUMINPT_000640,MUMINPT,0,train,albertina_ptbr_100m
FCN_001226,FCN,1,train,albertina_ptbr_100m
FRECOGNA_007735,FRECOGNA,0,train,albertina_ptbr_100m
FAKETRUEBR_003511,FAKETRUEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_12671,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_14320,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKETRUEBR_001504,FAKETRUEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_02647,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_07617,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_005135,FAKEBR,1,train,albertina_ptbr_100m
FAKEBR_003970,FAKEBR,0,train,albertina_ptbr_100m
FAKEBR_002995,FAKEBR,1,train,albertina_ptbr_100m
FRECOGNA_002949,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_005833,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_15247,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_010004,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_03397,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_11772,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_000600,FAKEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_04788,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_010215,FRECOGNA,1,train,albertina_ptbr_100m
FAKEBR_002834,FAKEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_05482,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_14457,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKETRUEBR_001017,FAKETRUEBR,0,train,albertina_ptbr_100m
FCN_001027,FCN,0,train,albertina_ptbr_100m
CENTRALFATOS_review_00362,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKETRUEBR_001783,FAKETRUEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_06597,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_004916,FAKEBR,0,train,albertina_ptbr_100m
FACTCKBR_000101,FACTCKBR,0,train,albertina_ptbr_100m
MUMINPT_000920,MUMINPT,0,train,albertina_ptbr_100m
CENTRALFATOS_review_14596,CENTRALFATOS,0,train,albertina_ptbr_100m
FCN_000525,FCN,0,train,albertina_ptbr_100m
CENTRALFATOS_review_06194,CENTRALFATOS,0,train,albertina_ptbr_100m
TRE300_000460,TRE300,1,train,albertina_ptbr_100m
FRECOGNA_007000,FRECOGNA,0,train,albertina_ptbr_100m
FAKEBR_001558,FAKEBR,0,train,albertina_ptbr_100m
COVID19BR_001602,COVID19BR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_15951,CENTRALFATOS,0,train,albertina_ptbr_100m
FACTCKBR_001219,FACTCKBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_13865,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_004413,FRECOGNA,0,train,albertina_ptbr_100m
FACTCKBR_001093_1,FACTCKBR,0,train,albertina_ptbr_100m
FCN_000169,FCN,0,train,albertina_ptbr_100m
CENTRALFATOS_review_18394,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_001103,FAKEBR,1,train,albertina_ptbr_100m
FAKETRUEBR_000963,FAKETRUEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_02579,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_007318,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_003113,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_008415,FRECOGNA,1,train,albertina_ptbr_100m
FACTCKBR_001052_1,FACTCKBR,0,train,albertina_ptbr_100m
FRECOGNA_002557,FRECOGNA,1,train,albertina_ptbr_100m
FRECOGNA_000746,FRECOGNA,1,train,albertina_ptbr_100m
FRECOGNA_000541,FRECOGNA,1,train,albertina_ptbr_100m
FAKEBR_005732,FAKEBR,0,train,albertina_ptbr_100m
FAKEBR_003394,FAKEBR,0,train,albertina_ptbr_100m
FRECOGNA_009985,FRECOGNA,1,train,albertina_ptbr_100m
FRECOGNA_010899,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_10113,CENTRALFATOS,0,train,albertina_ptbr_100m
FACTCKBR_000621,FACTCKBR,1,train,albertina_ptbr_100m
FRECOGNA_000042,FRECOGNA,1,train,albertina_ptbr_100m
FRECOGNA_004029,FRECOGNA,0,train,albertina_ptbr_100m
FAKEBR_003581,FAKEBR,1,train,albertina_ptbr_100m
COVID19BR_001409,COVID19BR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_17001,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_16746,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_010180,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_00190,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_010542,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_011050,FRECOGNA,1,train,albertina_ptbr_100m
MUMINPT_001365,MUMINPT,1,train,albertina_ptbr_100m
FAKEBR_002951,FAKEBR,1,train,albertina_ptbr_100m
FRECOGNA_011188,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_16085,CENTRALFATOS,0,train,albertina_ptbr_100m
FACTCKBR_001066_1,FACTCKBR,0,train,albertina_ptbr_100m
FRECOGNA_000831,FRECOGNA,1,train,albertina_ptbr_100m
FACTCKBR_000980_1,FACTCKBR,0,train,albertina_ptbr_100m
FAKEBR_006288,FAKEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_10094,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_007410,FRECOGNA,1,train,albertina_ptbr_100m
FAKEBR_001447,FAKEBR,1,train,albertina_ptbr_100m
FAKEBR_006322,FAKEBR,0,train,albertina_ptbr_100m
FRECOGNA_002398,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_03753,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_006832,FRECOGNA,1,train,albertina_ptbr_100m
FRECOGNA_008354,FRECOGNA,1,train,albertina_ptbr_100m
FRECOGNA_005498,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_011063,FRECOGNA,1,train,albertina_ptbr_100m
FAKEBR_001797,FAKEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_09946,CENTRALFATOS,0,train,albertina_ptbr_100m
MUMINPT_001273,MUMINPT,1,train,albertina_ptbr_100m
FRECOGNA_011336,FRECOGNA,1,train,albertina_ptbr_100m
MUMINPT_000033,MUMINPT,0,train,albertina_ptbr_100m
CENTRALFATOS_review_18277,CENTRALFATOS,0,train,albertina_ptbr_100m
FCN_001097,FCN,1,train,albertina_ptbr_100m
COVID19BR_002332,COVID19BR,1,train,albertina_ptbr_100m
FRECOGNA_005819,FRECOGNA,1,train,albertina_ptbr_100m
FACTCKBR_000068,FACTCKBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_15094,CENTRALFATOS,0,train,albertina_ptbr_100m
COVID19BR_000989,COVID19BR,0,train,albertina_ptbr_100m
FRECOGNA_008903,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_002452,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_005256,FRECOGNA,1,train,albertina_ptbr_100m
COVID19BR_000416,COVID19BR,1,train,albertina_ptbr_100m
FCN_002026,FCN,1,train,albertina_ptbr_100m
FRECOGNA_005124,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_04426,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_006065,FAKEBR,1,train,albertina_ptbr_100m
FAKEBR_000345,FAKEBR,1,train,albertina_ptbr_100m
FRECOGNA_002636,FRECOGNA,1,train,albertina_ptbr_100m
FACTCKBR_000318_1,FACTCKBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_18328,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKETRUEBR_000091,FAKETRUEBR,0,train,albertina_ptbr_100m
FCN_000815,FCN,0,train,albertina_ptbr_100m
CENTRALFATOS_review_08691,CENTRALFATOS,0,train,albertina_ptbr_100m
COVID19BR_001359,COVID19BR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_03029,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_006837,FAKEBR,1,train,albertina_ptbr_100m
FRECOGNA_004333,FRECOGNA,1,train,albertina_ptbr_100m
FACTCKBR_000388,FACTCKBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_04712,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_001136,FRECOGNA,1,train,albertina_ptbr_100m
COVID19BR_000165,COVID19BR,1,train,albertina_ptbr_100m
FRECOGNA_000515,FRECOGNA,1,train,albertina_ptbr_100m
FRECOGNA_010807,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_000540,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_07841,CENTRALFATOS,0,train,albertina_ptbr_100m
MUMINPT_000405,MUMINPT,0,train,albertina_ptbr_100m
FCN_001685,FCN,1,train,albertina_ptbr_100m
FRECOGNA_000791,FRECOGNA,0,train,albertina_ptbr_100m
FCN_000430,FCN,0,train,albertina_ptbr_100m
FRECOGNA_008485,FRECOGNA,1,train,albertina_ptbr_100m
COVID19BR_001764,COVID19BR,1,train,albertina_ptbr_100m
FRECOGNA_000505,FRECOGNA,0,train,albertina_ptbr_100m
FAKETRUEBR_003514,FAKETRUEBR,1,train,albertina_ptbr_100m
FAKEBR_006255,FAKEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_04459,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_004105,FAKEBR,1,train,albertina_ptbr_100m
COVID19BR_002598,COVID19BR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_02348,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKETRUEBR_000252,FAKETRUEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_13562,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_004010,FRECOGNA,0,train,albertina_ptbr_100m
FAKETRUEBR_003263,FAKETRUEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_18918,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_001059,FRECOGNA,0,train,albertina_ptbr_100m
FCN_000548,FCN,0,train,albertina_ptbr_100m
FAKEBR_004955,FAKEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_14179,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_005774,FAKEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_09059,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_003403,FAKEBR,1,train,albertina_ptbr_100m
FAKEBR_001937,FAKEBR,1,train,albertina_ptbr_100m
FAKETRUEBR_000795,FAKETRUEBR,0,train,albertina_ptbr_100m
FAKEBR_000217,FAKEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_05707,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_002539,FRECOGNA,0,train,albertina_ptbr_100m
FAKEBR_002988,FAKEBR,0,train,albertina_ptbr_100m
FCN_001510,FCN,1,train,albertina_ptbr_100m
FRECOGNA_002035,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_03349,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_005337,FAKEBR,1,train,albertina_ptbr_100m
FRECOGNA_011461,FRECOGNA,1,train,albertina_ptbr_100m
FAKETRUEBR_000202,FAKETRUEBR,0,train,albertina_ptbr_100m
FAKEBR_000678,FAKEBR,0,train,albertina_ptbr_100m
FAKEBR_002150,FAKEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_07922,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKETRUEBR_001730,FAKETRUEBR,0,train,albertina_ptbr_100m
FRECOGNA_003238,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_00864,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_19772,CENTRALFATOS,0,train,albertina_ptbr_100m
COVID19BR_000217,COVID19BR,0,train,albertina_ptbr_100m
FAKETRUEBR_001537,FAKETRUEBR,0,train,albertina_ptbr_100m
FAKETRUEBR_003532,FAKETRUEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_08022,CENTRALFATOS,0,train,albertina_ptbr_100m
FCN_000205,FCN,0,train,albertina_ptbr_100m
FACTCKBR_000256,FACTCKBR,0,train,albertina_ptbr_100m
FAKEBR_006392,FAKEBR,0,train,albertina_ptbr_100m
FAKEBR_003691,FAKEBR,1,train,albertina_ptbr_100m
FRECOGNA_010416,FRECOGNA,0,train,albertina_ptbr_100m
FAKETRUEBR_001468,FAKETRUEBR,0,train,albertina_ptbr_100m
FACTCKBR_001203_1,FACTCKBR,0,train,albertina_ptbr_100m
FRECOGNA_010333,FRECOGNA,0,train,albertina_ptbr_100m
FACTCKBR_001043_1,FACTCKBR,0,train,albertina_ptbr_100m
FRECOGNA_009887,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_01229,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKETRUEBR_001693,FAKETRUEBR,0,train,albertina_ptbr_100m
COVID19BR_001460,COVID19BR,1,train,albertina_ptbr_100m
FRECOGNA_000460,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_02394,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_07300,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_004550,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_005685,FRECOGNA,1,train,albertina_ptbr_100m
FACTCKBR_001110_1,FACTCKBR,0,train,albertina_ptbr_100m
COVID19BR_000759,COVID19BR,1,train,albertina_ptbr_100m
FRECOGNA_004265,FRECOGNA,1,train,albertina_ptbr_100m
FAKEBR_004849,FAKEBR,1,train,albertina_ptbr_100m
FRECOGNA_006217,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_001677,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_08499,CENTRALFATOS,0,train,albertina_ptbr_100m
CENTRALFATOS_review_11921,CENTRALFATOS,0,train,albertina_ptbr_100m
FRECOGNA_001576,FRECOGNA,0,train,albertina_ptbr_100m
CENTRALFATOS_review_12510,CENTRALFATOS,0,train,albertina_ptbr_100m
FACTCKBR_001224,FACTCKBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_19391,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKETRUEBR_000787,FAKETRUEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_01718,CENTRALFATOS,0,train,albertina_ptbr_100m
FCN_001580,FCN,1,train,albertina_ptbr_100m
FAKEBR_006676,FAKEBR,0,train,albertina_ptbr_100m
FAKETRUEBR_000313,FAKETRUEBR,0,train,albertina_ptbr_100m
FAKEBR_003578,FAKEBR,0,train,albertina_ptbr_100m
FAKETRUEBR_002338,FAKETRUEBR,1,train,albertina_ptbr_100m
FRECOGNA_008086,FRECOGNA,0,train,albertina_ptbr_100m
FRECOGNA_000973,FRECOGNA,1,train,albertina_ptbr_100m
CENTRALFATOS_review_11887,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_006546,FAKEBR,0,train,albertina_ptbr_100m
CENTRALFATOS_review_03684,CENTRALFATOS,0,train,albertina_ptbr_100m
FAKEBR_004531,FAKEBR,1,train,albertina_ptbr_100m
CENTRALFATOS_review_16248,CENTRALFATOS,0,train,albertina_ptbr_100m
